id,title,details,priority,status,created_by,created_at,updated_by,updated_at
01d5f828-960f-4aa5-b507-558ac50c3c55,H.D. Firecon Techno Pvt. Ltd. AMC invoice,"(FROM 01 MAY 2026 TO 30 OCTOBER 2026)
Second Installment",low,finished,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-23 04:57:37.282437+00,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-23 04:59:01.210671+00
02f9eada-057b-41d2-bbf2-661146ffb3f4,tally final 25-26 PATS,"saket+ asmita madam finalization karne
1-acess pt1856827 evde ka aahet, (Yogesh Sir)
2-indirect exp adjustmentla 41/11tar 25-26 la 42.03 disat aahet kami ka distat
3-current liabilities-25.26 la 37.33 - 38.78 kami ka zale/
4-mF investment fixed asset kase dakhwat yeiel
5-25-26 cash in hand 104492 disat aahe
6-25-26 advance tax paid 20k opening bal dakhwal aahe/

25-26
a-purchase-36.99-36.80 kami ka zala
b-gross 33.72 n 47.30 before adjustment aahe evada kami kasa kay zala
c-derreref d tax 182212 aahe to 0 kasa karta yeiel
d- stock -2l in servise settle karne
e-acess pt stock621109 kami karawa lagel
f- 24-1-26-45000 kotak, SIP entry",low,pending,d6e4aea8-08ea-45ac-8449-b1f4fc4ee27d,2026-07-08 10:56:30.001275+00,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-07-09 05:35:37.110188+00
1a776d71-912a-474c-8f9c-5e438b9f4e80,Revati Madam (ITR & TCS Certificate),Revati ITR 25-26 paying kindly consider TCS certificate received from kesari tours,low,pending,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-07-06 07:47:36.236685+00,,
1bee7788-70b4-4583-a2f2-4f514fb46bf9,Pinnac -Domain & Backup Software & Cloud Backup,"Proforma Inv Sign Copy -Done (Final Inv Copy Pending)
1. Pinnac Consulting -R-043 (AMT-106037) (Domain)
2. Pinnac Consulting -R-044 (AMT-105633) (Backup Software)
3. Pinnac Consulting -R-045 (AMT-103840) (Cloud Backup)
saket sir bole GST paid nahi karyacha mi tally madhe sagle inv 31.3.27 la transfer kele ahet",low,pending,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-07-01 06:43:54.714834+00,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-07-08 09:51:04.583063+00
3261c1de-f8c0-473b-866c-100105e78fe9,Pinnac Cons-(QHEPS)Print Pending,"Proforma Invoice-22- (dt 17.06.2026)
Inv checking karne pending and print pending
QHEPS - 50 user
8fbe86f1-a948-49ba-9314-41af4842a0c8,fcc77349-344b-4eb1-a1bd-317b6d5d384c,d6e4aea8-08ea-45ac-8449-b1f4fc4ee27d,2026-06-22 11:35:08.300998+00,"[""Status changed from pending to deleted""]"
991245e4-a89f-4d89-8e1a-c1410f6c1cdf,758e0b37-d846-49d3-bcca-327acd63f491,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 10:09:04.958439+00,"[""Title updated from \""pinnac - prog cad amt confirmation pending\"" to \""Pinnac/DCad/Maithalee - prog cad \""""]"
9a631a8b-b762-454b-a96d-4ea2b41be1cb,7f000e65-9825-4f73-afc5-13d65e01517c,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 09:44:16.738935+00,"[""Task created""]"
9fc33547-4fd0-4934-8878-e381dfbc45fb,758e0b37-d846-49d3-bcca-327acd63f491,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-07-04 07:20:40.463179+00,"[""Details updated from \""All pinnac invoices prog cad value 20k ne kele print pending\n1. Pinnac Cons-R-046 (AMT-1199812)\n2. DCAD -R-047 (AMT-23600)\n3. Maithilee - R-048 (AMT-141600)\n\n\"" to \""All pinnac invoices prog cad value 20k ne kele print pending\n1. Pinnac Cons-R-046 (AMT-1199812)\n2. DCAD -R-047 (AMT-23600)\n3. Maithilee - R-048 (AMT-141600)\nsaket sir bole GST paid nahi karyacha mi tally madhe sagle inv 31.3.27 la transfer kele ahet\n\""""]"
a032f023-de20-47d7-9490-766d47909732,7b52db47-8a22-40dd-a187-6c15ea55ce4f,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 11:04:32.205119+00,"[""Status changed from pending to finished""]"
a8269bed-75f9-4b50-baee-00cbb0273d46,e47bcc37-c682-49a9-803f-84959d590306,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-07-02 07:35:46.317156+00,"[""Title updated from \""Pinnac ALL AMC -4th Installment  -Not confirmed \"" to \""Pinnac all AMC -4th Inst-Not confirmed \""""]"
a8c469c7-3175-4797-a682-c24d0a99b47f,758e0b37-d846-49d3-bcca-327acd63f491,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 09:36:58.678302+00,"[""Details updated from \""1. all pinnac invoices progcad value 20k ne kele print pending\n2. Tally backup mail send 25-26 pending\n3. Gayatri madam 2 mntr 27inch-kiti monitor dile\n4. MF चे investment fixed asset or Kontya asset la टाकू शकतो\n5. Dhiraj opus GST bill\n\"" to \""All pinnac invoices progcad value 20k ne kele print pending\n\""""]"
ab047a27-e7e6-4658-ab24-61dd765d4f81,4c7a06ac-c723-4881-8b70-8c7f2cc0a90b,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 09:40:24.285665+00,"[""Task created""]"
aca65a68-6050-445b-a9c6-fe86121ce580,9b171a58-7063-406e-9c33-98b6d747e174,a1b2c3d4-e5f6-7a8b-9c0d-1e2f3a4b5c6d,2026-06-22 08:49:45.575653+00,"[""Status changed from pending to deleted""]"
b401e1fa-a99d-438b-b9eb-4d8b6ff6df2c,01d5f828-960f-4aa5-b507-558ac50c3c55,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-23 04:57:37.535316+00,"[""Task created""]"
b442fcb3-e04f-45d6-9928-02596872004c,3261c1de-f8c0-473b-866c-100105e78fe9,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 10:07:45.721711+00,"[""Title updated from \""Pinnac Cons-Print Pending\"" to \""Pinnac Cons-(QHEPS)Print Pending\""""]"
b9ba9b24-91bb-4da3-9c06-a46174b912de,7b52db47-8a22-40dd-a187-6c15ea55ce4f,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 10:05:10.116747+00,"[""Task created""]"
bc678722-1be8-4748-821f-fd2db32cb060,3261c1de-f8c0-473b-866c-100105e78fe9,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 10:05:34.074138+00,"[""Title updated from \""Pinnac Cons\"" to \""Pinnac Cons-Print Pending\""""]"
c0a17236-7431-40c7-8b0a-d5bb35f014c9,fcc77349-344b-4eb1-a1bd-317b6d5d384c,d6e4aea8-08ea-45ac-8449-b1f4fc4ee27d,2026-06-22 07:51:33.226962+00,"[""Task created""]"
c220c231-d6d9-4796-96ab-1ff79fb9de1e,3261c1de-f8c0-473b-866c-100105e78fe9,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 09:53:15.81794+00,"[""Task created""]"
c9147552-10a2-4464-954c-c0563e364765,ac1ce413-c9d9-40db-bc6e-c90a7b35569f,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-24 06:46:34.425757+00,"[""Details updated from \""Payment -Follow-up\"" to \""Payment -Follow-up\nTwo Invoice Amt: -12000\nAnkush Sir Final approval Amt :- 9800\""""]"
c9b028e3-cf57-4783-9678-f12e5a409c1d,8e7f48ac-8e97-4245-bced-df4d23c1743f,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-07-08 09:50:16.7022+00,"[""Title updated from \""Maithilee Chandratre Eco Studio-Bill\"" to \""MCES-10 USERS\""""]"
cb48d44c-fe6b-49cb-b50b-4422fb07dcc1,9b46abb6-35d7-46bb-949f-04047efce55f,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-19 12:06:03.88467+00,"[""Details updated from \""ITR \"" to \""yogesh sirana itr 25-26 tally backup dene\""""]"
d02beaf8-3c56-48a9-8a57-cb460a4246d8,9b171a58-7063-406e-9c33-98b6d747e174,a1b2c3d4-e5f6-7a8b-9c0d-1e2f3a4b5c6d,2026-06-19 12:01:04.179325+00,"[""Task created""]"
d30da646-5d31-4e99-81ab-ac5f38fc971a,9daba38f-5cb9-4268-9514-cae6e7dc4c69,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 11:12:35.026933+00,"[""Task created""]"
d7252031-628f-4310-a24b-9a6c6b187c94,a61567cb-7c80-4503-9e15-e4d87d31d3f7,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 10:01:39.363715+00,"[""Details updated from \""Inv No-25-26/PATS/R-186\nInv Date :- 31.3.2026\nPro G CAD\"" to \""Inv No-25-26/PATS/R-186/\nInv Date :- 31.3.2026\nPro G CAD\""""]"
d777d81d-8c6f-4b87-87de-abb7d8073118,758e0b37-d846-49d3-bcca-327acd63f491,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 10:06:13.168496+00,"[""Title updated from \""pinnac - prog cad invoice\"" to \""pinnac - prog cad amt confirmation pending\""""]"
e37227ed-c821-4940-8a9c-2f190933ad5d,758e0b37-d846-49d3-bcca-327acd63f491,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-07-01 06:31:36.766047+00,"[""Details updated from \""All pinnac invoices progcad value 20k ne kele print pending\n\"" to \""All pinnac invoices prog cad value 20k ne kele print pending\n1. Pinnac Cons-R-046 (AMT-1199812)\n2. DCAD -R-047 (AMT-23600)\n3. Maithilee - R-048 (AMT-141600)\n\n\""""]"
e6bf9542-c222-49e6-a9e3-2eb445ca3562,a61567cb-7c80-4503-9e15-e4d87d31d3f7,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 09:58:58.566004+00,"[""Task created""]"
ea959814-a5eb-4e87-a758-fec5c1fe512b,1bee7788-70b4-4583-a2f2-4f514fb46bf9,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-07-04 07:23:20.422898+00,"[""Details updated from \""Proforma Inv Sign Copy -Done (Final Inv Copy Pending)\n1. Pinnac Consulting -R-043 (AMT-106037) (Domain)\n2. Pinnac Consulting -R-044 (AMT-105633) (Backup Software)\n3. Pinnac Consulting -R-045 (AMT-103840) (Cloud Backup)\"" to \""Proforma Inv Sign Copy -Done (Final Inv Copy Pending)\n1. Pinnac Consulting -R-043 (AMT-106037) (Domain)\n2. Pinnac Consulting -R-044 (AMT-105633) (Backup Software)\n3. Pinnac Consulting -R-045 (AMT-103840) (Cloud Backup)\nsaket sir bole GST paid nahi karyacha mi tally madhe sagle inv 31.3.27 la transfer kele ahet\""""]"
ebcef288-2332-4bb8-90f4-89969e249318,69731e26-c370-4e55-9612-076699775f09,d6e4aea8-08ea-45ac-8449-b1f4fc4ee27d,2026-07-08 10:34:49.434266+00,"[""Task created""]"
ef9e3738-1825-4a07-acf4-c80a7455b309,9b46abb6-35d7-46bb-949f-04047efce55f,d6e4aea8-08ea-45ac-8449-b1f4fc4ee27d,2026-06-19 11:52:31.738435+00,"[""Task created""]"
f25e0d2f-5713-4bb6-8224-5ee97f369025,54c258a8-cc58-4550-97b4-581f7398eabf,a1b2c3d4-e5f6-7a8b-9c0d-1e2f3a4b5c6d,2026-06-19 12:02:01.041426+00,"[""Task created""]"
f57bc75c-f213-4be3-9485-215fbf471cae,39fe162e-b23d-4ee9-a0a8-4ed317fe6703,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-23 05:01:56.569163+00,"[""Task created""]"
f63c435d-0d55-4ef8-86da-3202ffe5b57f,9b46abb6-35d7-46bb-949f-04047efce55f,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-22 10:06:37.900736+00,"[""Title updated from \""Gayatri madam \"" to \""Gayatri madam - Monitor Details \""""]"
f872fd97-9d04-47fc-bf2f-2ebec03e0732,ac1ce413-c9d9-40db-bc6e-c90a7b35569f,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-07-04 04:46:44.161157+00,"[""Details updated from \""Payment -Follow-up\nTwo Invoice Amt: -12000\nAnkush Sir Final approval Amt :- 9800\nPayment che updated dhile ahe sir ankush siranshi  call zhala \nBanket javun aali madam aaj payment karnar ahet\n\nSirana call sathi reminder kele 29.06.26 \nki te sangnar ahet \nBob Suman madam tyanchi copy dhili pn pymt che tyana final sgyche ahe \nSuman madam payment  transfer aaj kiva udya karnar ahet \"" to \""Payment -Follow-up\nTwo Invoice Amt: -12000\nAnkush Sir Final approval Amt :- 9800\nPayment che updated dhile ahe sir ankush siranshi  call zhala \npayment done\nBanket javun aali madam aaj payment karnar ahet\n\nSirana call sathi reminder kele 29.06.26 \nki te sangnar ahet \nBob Suman madam tyanchi copy dhili pn pymt che tyana final sgyche ahe \nSuman madam payment  transfer aaj kiva udya karnar ahet \""""]"
fa87ad07-96be-400d-bfda-ae7a93cf1cc1,3b867bfb-6ac5-42ac-a0c0-6446c2beeae3,d6e4aea8-08ea-45ac-8449-b1f4fc4ee27d,2026-06-23 07:56:07.91127+00,"[""Task created""]"
fdca5e21-5ec1-4528-bf2a-867b5d0d8b93,ac1ce413-c9d9-40db-bc6e-c90a7b35569f,a3b4b31b-599e-43bd-814f-fb1eff428a3e,2026-06-24 11:51:00.338653+00,"[""Details updated from \""Payment -Follow-up\nTwo Invoice Amt: -12000\nAnkush Sir Final approval Amt :- 9800\nPayment che updated dhile ahe sir ankush siranshi  call zhala ki te sangnar ahet \"" to \""Payment -Follow-up\nTwo Invoice Amt: -12000\nAnkush Sir Final approval Amt :- 9800\nPayment che updated dhile ahe sir ankush siranshi  call zhala \nki te sangnar ahet \nBob Suman madam tyanchi copy dhili pn pymt che tyana final sgyche ahe \""""]"
